STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,STATE
US1VARN0029,"ROANOKE 5.1 SSW, VA US",37.209334,-79.988745,395.9,VIRGINIA
US1VAAR0008,"ARLINGTON 0.3 E, VA US",38.879093,-77.096732,82,VIRGINIA
US1VARN0028,"ROANOKE 5.4 NE, VA US",37.3267644,-79.8802709,359.7,VIRGINIA
US1VAPC0009,"PRINCE GEORGE 3.2 ENE, VA US",37.24284,-77.23284,37.8,VIRGINIA
US1VAPC0005,"DISPUTANTA 6.3 NE, VA US",37.1926,-77.1491,36.6,VIRGINIA
US1VALD0029,"LEESBURG 1.7 NNE, VA US",39.12896,-77.54906,98.1,VIRGINIA
US1VALD0026,"LEESBURG 2.6 E, VA US",39.098295,-77.508684,82,VIRGINIA
US1VARN0032,"SALEM 2.0 WSW, VA US",37.27977,-80.090858,347.8,VIRGINIA
US1VAFX0063,"ALEXANDRIA 5.6 SSW, VA US",38.731065,-77.088951,14.9,VIRGINIA
US1VAWR0002,"FRONT ROYAL 3.1 ESE, VA US",38.90937042,-78.12980652,302.1,VIRGINIA
US1VAFX0064,"FALLS CHURCH 1.6 W, VA US",38.8875,-77.2041,141.4,VIRGINIA
USC00444148,"HUDDLESTON 4 SW, VA US",37.12587,-79.5251,273.4,VIRGINIA
USC00445595,"MILL GAP, VA US",38.30641,-79.71994,736.4,VIRGINIA
US1VAFX0060,"OAKTON 0.4 E, VA US",38.892197,-77.293236,113.7,VIRGINIA
US1VAFX0061,"VIENNA 0.8 S, VA US",38.88855743,-77.26288605,121.3,VIRGINIA
US1VASS0001,"WAKEFIELD 0.1 ENE, VA US",36.969528,-76.986457,33.8,VIRGINIA
US1VAFX0078,"BURKE 1.4 NNE, VA US",38.79729843,-77.25867462,89.6,VIRGINIA
US1VALD0017,"LEESBURG 4.4 W, VA US",39.09416667,-77.63722222,167.6,VIRGINIA
US1VALD0013,"ROUND HILL 2.7 WSW, VA US",39.122277,-77.818714,212.1,VIRGINIA
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,VIRGINIA
US1VAFX0076,"RESTON 1.8 N, VA US",38.978422,-77.346219,135.6,VIRGINIA
US1VARN0006,"ROANOKE 7.3 SSW, VA US",37.183605,-80.0169,449.9,VIRGINIA
US1VARDC001,"RADFORD 0.9 WNW, VA US",37.130633,-80.572004,574.9,VIRGINIA
USC00446593,"PEDLAR DAM, VA US",37.6694,-79.2774,312.1,VIRGINIA
US1VAAC0007,"ONLEY 0.6 SE, VA US",37.684664,-75.710285,13.1,VIRGINIA
US1VAMX0012,"LOCUST HILL 1.0 NE, VA US",37.608782,-76.497833,6.4,VIRGINIA
US1VAAC0008,"GREENBACKVILLE 0.4 WNW, VA US",38.0130771,-75.3977562,0.6,VIRGINIA
US1VAMX0011,"LOCUST HILL 1.0 NE, VA US",37.6095713,-76.4984408,8.5,VIRGINIA
US1VAGN0005,"RUCKERSVILLE 4.1 ENE, VA US",38.2566,-78.3035,180.4,VIRGINIA
US1VAGN0006,"RUCKERSVILLE 1.0 WNW, VA US",38.233875,-78.38697,191.4,VIRGINIA
US1VAFX0040,"VIENNA 3.3 N, VA US",38.94747,-77.26375,109.4,VIRGINIA
US1VAFX0041,"MCLEAN 2.3 SE, VA US",38.91802,-77.1434,83.2,VIRGINIA
US1VARN0017,"SALEM 3.4 WNW, VA US",37.29759,-80.11758,388,VIRGINIA
US1VAPC0010,"PRINCE GEORGE 0.5 NNW, VA US",37.22923,-77.28918,44.2,VIRGINIA
US1VAPC0011,"SOUTH PRINCE GEORGE 6.8 S, VA US",37.055708,-77.3682288,48.8,VIRGINIA
USR0000VASH,"LIME KILN VIRGINIA, VA US",37.9864,-79.7594,786.4,VIRGINIA
US1VARN0021,"SALEM 1.6 WSW, VA US",37.27991,-80.08353,343.8,VIRGINIA
US1VAFX0051,"VIENNA 1.3 W, VA US",38.903,-77.2836,113.1,VIRGINIA
US1VARN0020,"ROANOKE 3.4 SW, VA US",37.23881,-79.99403,363.3,VIRGINIA
US1VAFX0054,"FAIRFAX 4.1 W, VA US",38.8646,-77.3732,133.5,VIRGINIA
US1VARN0025,"ROANOKE 5.7 SW, VA US",37.2113489,-80.0191727,382.8,VIRGINIA
US1VARN0024,"CATAWBA 7.2 WSW, VA US",37.3499,-80.2336,692.2,VIRGINIA
USC00441082,"BROOKNEAL, VA US",37.0679,-78.9517,124.4,VIRGINIA
US1VASR0004,"WAKEFIELD 4.4 ENE, VA US",36.98563,-76.911754,22.6,VIRGINIA
USC00448829,"WALKERTON 2 NW, VA US",37.7434,-77.04,15.2,VIRGINIA
US1VAIW0004,"SMITHFIELD 1.3 SW, VA US",36.96757,-76.6318,11,VIRGINIA
USR0000VJAM,"JAMES RIVER VIRGINIA, VA US",37.25,-77.25,15.2,VIRGINIA
USC00442044,"COVINGTON FILTER PLANT, VA US",37.81112,-79.98822,379.2,VIRGINIA
USC00448941,"WAYNESBORO WATER TREATMENT, VA US",38.0802,-78.875,387.1,VIRGINIA
USC00444101,"HOPEWELL, VA US",37.2992,-77.2775,12.2,VIRGINIA
USC00443375,"GLASGOW 1 SE, VA US",37.61838,-79.43575,224.6,VIRGINIA
US1VAJC0077,"WILLIAMSBURG 3.4 SW, VA US",37.238111,-76.755082,21.3,VIRGINIA
US1VAJC0076,"WILLIAMSBURG 6.8 NW, VA US",37.350137,-76.77984,24.4,VIRGINIA
US1VAJC0073,"WILLIAMSBURG 4.5 SE, VA US",37.2238,-76.65036,28.7,VIRGINIA
US1VAJC0072,"WILLIAMSBURG 3.5 WNW, VA US",37.28361111,-76.76888889,24.4,VIRGINIA
US1VAJC0070,"WILLIAMSBURG 2.9 SW, VA US",37.2446,-76.7494,21.3,VIRGINIA
US1VASR0001,"CLAREMONT 0.2 SW, VA US",37.225004,-76.967659,32.6,VIRGINIA
USC00446999,"RADFORD 3 N, VA US",37.2008,-80.5864,548.6,VIRGINIA
US1VAFQ0021,"MARSHALL 8.0 SW, VA US",38.785114,-77.951424,231.6,VIRGINIA
US1VAHR0008,"LAUREL 0.8 N, VA US",37.645986,-77.504778,61.3,VIRGINIA
US1VAFQ0024,"WARRENTON 2.9 SE, VA US",38.69083,-77.75556,148.1,VIRGINIA
US1VAFQ0026,"WARRENTON 4.2 ENE, VA US",38.73928,-77.72325,172.2,VIRGINIA
US1VAFQ0025,"WARRENTON 3.9 W, VA US",38.715556,-77.869167,179.2,VIRGINIA
US1VAFQ0028,"BROAD RUN 3.0 SSW, VA US",38.78745452,-77.74337797,218.2,VIRGINIA
USC00445300,"MARTINSVILLE FILTER PLANT, VA US",36.70479,-79.86529,237.7,VIRGINIA
US1VAGV0002,"EMPORIA 11.0 SW, VA US",36.5664417,-77.6552994,72.5,VIRGINIA
US1VALD0040,"LOVETTSVILLE 3.1 ESE, VA US",39.2639,-77.5828,125.6,VIRGINIA
US1VAJC0068,"WILLIAMSBURG 3.7 WNW, VA US",37.286763,-76.771646,18.6,VIRGINIA
US1VAJC0067,"TOANO 0.9 SE, VA US",37.372315,-76.791324,32,VIRGINIA
US1VAJC0064,"WILLIAMSBURG 3.4 W, VA US",37.2731,-76.7681,18.9,VIRGINIA
US1VAJC0061,"WILLIAMSBURG 5.1 WSW, VA US",37.251369,-76.795677,8.8,VIRGINIA
US1VAJC0060,"WILLIAMSBURG 2.6 WSW, VA US",37.261043,-76.752852,21.9,VIRGINIA
USR0000VCRA,"CRAIG VALLEY VIRGINIA, VA US",37.5222,-80.0797,385.9,VIRGINIA
USC00444128,"HOT SPRINGS, VA US",37.99951,-79.83227,684,VIRGINIA
US1VARH0028,"BRIDGEWATER 0.8 N, VA US",38.396342,-78.969639,369.7,VIRGINIA
US1VAFR0053,"ROCKY MOUNT 2.8 NNW, VA US",37.03567,-79.90417,334.4,VIRGINIA
US1VAFR0052,"HARDY 5.4 SW, VA US",37.17356,-79.877717,402.3,VIRGINIA
US1VAFX0084,"FAIRFAX 2.8 SSE, VA US",38.81576,-77.28197,106.4,VIRGINIA
US1VARH0023,"HARRISONBURG 9.2 NE, VA US",38.522429,-78.744254,373.1,VIRGINIA
US1VAFQ0013,"BROAD RUN 2.8 SSW, VA US",38.784743,-77.730624,197.8,VIRGINIA
US1VAFR0050,"MONETA 6.2 S, VA US",37.091682,-79.635945,257.6,VIRGINIA
US1VARH0024,"HARRISONBURG 3.6 SE, VA US",38.39584,-78.831569,45.1,VIRGINIA
US1VAFX0087,"FALLS CHURCH 1.7 S, VA US",38.860295,-77.178218,90.8,VIRGINIA
US1VAFX0080,"ANNANDALE 1.9 W, VA US",38.829399,-77.246788,97.2,VIRGINIA
US1VAFX0081,"ALEXANDRIA 6.6 WNW, VA US",38.826966,-77.16495,86.3,VIRGINIA
US1VAFQ0017,"WARRENTON 2.0 WNW, VA US",38.7301178,-77.82997894,296.9,VIRGINIA
US1VARH0020,"BRIDGEWATER 5.8 W, VA US",38.39842,-79.07533,415.7,VIRGINIA
US1VAFX0082,"FALLS CHURCH 1.1 NNW, VA US",38.89849,-77.18511,126.5,VIRGINIA
US1VAFX0083,"ALEXANDRIA 3.9 S, VA US",38.764988,-77.091981,42.4,VIRGINIA
USC00445453,"MEADOWS OF DAN 5 SW, VA US",36.6667,-80.4481,678.2,VIRGINIA
US1VAAR0018,"ARLINGTON 1.0 WSW, VA US",38.87188,-77.11903,78,VIRGINIA
US1VAAR0017,"HUNTINGTON 1.6 ENE, VA US",38.798591,-77.04306,10.4,VIRGINIA
USC00443272,"GALAX WATER PLANT, VA US",36.65452,-80.91732,713.5,VIRGINIA
US1VAAR0016,"ARLINGTON 3.3 WNW, VA US",38.892,-77.1617,109.7,VIRGINIA
US1VAJC0059,"WILLIAMSBURG 6.5 NW, VA US",37.34777,-76.77447,29.9,VIRGINIA
US1VAFX0099,"MOUNT VERNON 0.4 NW, VA US",38.72237,-77.11547,10.1,VIRGINIA
US1VAJC0058,"WILLIAMSBURG 6.1 NW, VA US",37.338991,-76.776035,29,VIRGINIA
US1VAJC0057,"WILLIAMSBURG 7.5 NNW, VA US",37.371513,-76.7554745,27.1,VIRGINIA
US1VAJC0056,"WILLIAMSBURG 9.1 NNW, VA US",37.386095,-76.7842385,23.2,VIRGINIA
US1VAJC0054,"TOANO 3.9 WSW, VA US",37.35963,-76.87139,8.8,VIRGINIA
US1VALD0039,"ASHBURN 7.2 SW, VA US",38.96151,-77.56669,100.9,VIRGINIA
US1VALD0035,"ASHBURN 0.4 N, VA US",39.047766,-77.47968,85.3,VIRGINIA
US1VAFR0049,"ROCKY MOUNT 3.8 SSW, VA US",36.94688,-79.921663,360.9,VIRGINIA
US1VAFR0048,"WIRTZ 5.6 NE, VA US",37.1214826,-79.8043677,310.9,VIRGINIA
US1VAFR0047,"ROCKY MOUNT 0.8 SSW, VA US",36.984586,-79.893651,345.9,VIRGINIA
US1VAFR0046,"HARDY 8.2 SE, VA US",37.1437,-79.7118,260.6,VIRGINIA
US1VAFX0090,"ALEXANDRIA 6.9 S, VA US",38.721322,-77.077515,4.3,VIRGINIA
US1VASM0004,"MARION 2.4 ENE, VA US",36.8532,-81.4745,687.3,VIRGINIA
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,VIRGINIA
US1VAFR0045,"BOONES MILL 4.4 SE, VA US",37.0771182,-79.8858804,355.7,VIRGINIA
US1VARH0016,"HARRISONBURG 2.1 NNW, VA US",38.46584,-78.8835,462.7,VIRGINIA
US1VAFR0043,"ROCKY MOUNT 7.2 SE, VA US",36.938374,-79.781764,301.4,VIRGINIA
US1VARH0018,"HARRISONBURG 2.1 N, VA US",38.46669,-78.88096,442.6,VIRGINIA
USC00448837,"WALLACETON LAKE DRUMMOND, VA US",36.59503,-76.43903,6.4,VIRGINIA
USC00447506,"SALTVILLE 1 N, VA US",36.8894,-81.7711,528.2,VIRGINIA
US1VARH0011,"MASSANUTTEN 1.3 SE, VA US",38.398,-78.72,432.2,VIRGINIA
US1VAFX0095,"OAKTON 2.0 SW, VA US",38.87634,-77.33155,116.7,VIRGINIA
US1VAAR0011,"ARLINGTON 2.7 W, VA US",38.878691,-77.152628,96.6,VIRGINIA
USC00447985,"SPERRYVILLE, VA US",38.6553,-78.2272,228.6,VIRGINIA
USC00445204,"MANASSAS, VA US",38.73332,-77.49263,74.7,VIRGINIA
USC00446656,"PETERSBURG, VA US",37.2388,-77.3925,5.8,VIRGINIA
US1VABD0039,"FOREST 1.6 NW, VA US",37.38713,-79.30214,251.5,VIRGINIA
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,VIRGINIA
US1VAFX0105,"ALEXANDRIA 6.8 S, VA US",38.7228,-77.077,4.9,VIRGINIA
US1VABD0038,"BEDFORD 2.5 ENE, VA US",37.35153,-79.479899,266.1,VIRGINIA
US1VAPL0002,"NEW RIVER 0.3 NNW, VA US",37.1414503,-80.5911933,592.2,VIRGINIA
US1VACP0013,"CULPEPER 2.0 WNW, VA US",38.4834,-78.03407,148.7,VIRGINIA
US1VACP0014,"REVA 1.4 SSE, VA US",38.476667,-78.12083,216.1,VIRGINIA
US1VACP0015,"CULPEPER 2.6 NW, VA US",38.5015,-78.0302,157.9,VIRGINIA
USR0000VFVA,"FORT VALLEY VIRGINIA, VA US",38.8333,-78.4,243.8,VIRGINIA
US1VARCC018,"RICHMOND 2.3 N, VA US",37.563203,-77.467521,62.5,VIRGINIA
USW00013762,"FENTRESS NAVAL AUXILIARY FIELD, VA US",36.700723,-76.129413,3,VIRGINIA
US1VARCC017,"RICHMOND 1.7 N, VA US",37.555422,-77.469303,66.1,VIRGINIA
US1VACP0010,"CULPEPER 1.7 NNE, VA US",38.4937,-77.9913,131.4,VIRGINIA
US1VATZ0003,"FALLS MILLS 1.6 SW, VA US",37.2612,-81.32986667,759.6,VIRGINIA
US1VARCC021,"RICHMOND 0.6 SW, VA US",37.5246,-77.4818,65.2,VIRGINIA
USC00441955,"CONCORD 4 SSW, VA US",37.2819,-78.9591,248.4,VIRGINIA
US1VACP0019,"CULPEPER 5.8 WNW, VA US",38.501839,-78.100334,155.8,VIRGINIA
US1VABD0042,"GOODVIEW 2.0 W, VA US",37.2173103,-79.7620975,297.8,VIRGINIA
US1VANRC017,"NORFOLK 1.6 NNW, VA US",36.944019,-76.256253,14,VIRGINIA
US1VATZ0004,"TAZEWELL 2.9 WNW, VA US",37.145561,-81.56002,754.4,VIRGINIA
US1VAGL0011,"NARROWS 3.1 SW, VA US",37.301198,-80.850106,560.2,VIRGINIA
US1VATZ0005,"CEDAR BLUFF 3.6 SW, VA US",37.05462,-81.8161,735.5,VIRGINIA
US1VABD0029,"LYNCHBURG 5.1 NNW, VA US",37.4709,-79.2193,256.6,VIRGINIA
US1VAFX0114,"HERNDON 2.9 S, VA US",38.9279,-77.3878,123.4,VIRGINIA
US1VABD0028,"VINTON 9.0 E, VA US",37.29356,-79.72611,335.9,VIRGINIA
US1VAWM0006,"HAGUE 3.5 NE, VA US",38.1137269,-76.6163263,4.6,VIRGINIA
US1VAFX0115,"CENTREVILLE 0.3 N, VA US",38.850556,-77.443333,71.6,VIRGINIA
US1VAFX0116,"ALEXANDRIA 1.9 W, VA US",38.820502,-77.121173,28.3,VIRGINIA
US1VAWM0005,"STRATFORD 0.5 NE, VA US",38.148328,-76.840693,48.8,VIRGINIA
US1VAFX0117,"ALEXANDRIA 1.4 N, VA US",38.840419,-77.081924,23.2,VIRGINIA
US1VAFX0110,"VIENNA 4.1 NNW, VA US",38.95844,-77.27989,85.6,VIRGINIA
US1VABD0024,"VINTON 8.6 ENE, VA US",37.308556,-79.738003,331.6,VIRGINIA
US1VAFX0111,"HERNDON 2.2 NNE, VA US",39.0007,-77.3779,94.5,VIRGINIA
USC00446161,"NORTH, VA US",37.4332,-76.4416,0.9,VIRGINIA
US1VARCC009,"RICHMOND 1.1 WSW, VA US",37.52354,-77.4923,60,VIRGINIA
US1VAAP0004,"PAMPLIN 1.6 NNE, VA US",37.28356,-78.667,205.4,VIRGINIA
US1VAHR0041,"TUCKAHOE 2.5 NW, VA US",37.612674,-77.620067,58.8,VIRGINIA
US1VAFX0119,"SPRINGFIELD 1.8 SW, VA US",38.7679169,-77.2040236,67.4,VIRGINIA
USW00013773,"QUANTICO MCAS, VA US",38.50362,-77.30503,3,VIRGINIA
US1VAHR0040,"GLEN ALLEN 3.6 W, VA US",37.6540858,-77.54903603,74.4,VIRGINIA
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",38.07705,-76.73025,11,VIRGINIA
US1VARCC014,"RICHMOND 4.2 NNE, VA US",37.587742,-77.448133,61,VIRGINIA
US1VARCC013,"RICHMOND 2.1 N, VA US",37.561499,-77.478578,64.6,VIRGINIA
US1VAPW0013,"MANASSAS 5.3 SE, VA US",38.68443298,-77.42987061,86,VIRGINIA
US1VAPW0010,"WOODBRIDGE 5.9 NW, VA US",38.699141,-77.335467,69.8,VIRGINIA
US1VARCC011,"RICHMOND 1.1 SE, VA US",37.519,-77.4605,45.7,VIRGINIA
US1VAPW0011,"NOKESVILLE 4.0 S, VA US",38.642819,-77.579527,61.9,VIRGINIA
US1VARCC010,"RICHMOND 3.9 NW, VA US",37.576861,-77.517094,71,VIRGINIA
USC00441825,"CLINTWOOD 1 W, VA US",37.14556,-82.49078,477.3,VIRGINIA
USC00440735,"BIG STONE GAP, VA US",36.8567,-82.7998,446.8,VIRGINIA
USW00013769,"OCEANA NAS, VA US",36.81667,-76.03333,7,VIRGINIA
US1VABD0031,"MONTVALE 0.4 N, VA US",37.390464,-79.732287,320.6,VIRGINIA
US1VABD0030,"GOODVIEW 0.9 S, VA US",37.202,-79.7274,254.8,VIRGINIA
US1VANRC005,"NORFOLK 3.0 S, VA US",36.8797493,-76.24639893,2.7,VIRGINIA
US1VAPW0019,"MANASSAS 2.5 NNW, VA US",38.795827,-77.497598,57,VIRGINIA
US1VAPW0014,"MANASSAS 5.8 SE, VA US",38.6804,-77.4206,108.2,VIRGINIA
US1VAPW0015,"HAYMARKET 5.5 N, VA US",38.88988,-77.619309,104.9,VIRGINIA
USC00449301,"WYTHEVILLE, VA US",36.93645,-81.06186,638.6,VIRGINIA
US1VARNC003,"ROANOKE 1.9 SSW, VA US",37.252616,-79.9716,323.1,VIRGINIA
US1VABK0002,"NEW CANTON 2.6 SE, VA US",37.679361,-78.26307,93.9,VIRGINIA
US1VAHR0034,"HENRICO 5.8 W, VA US",37.63617,-77.65062,52.7,VIRGINIA
US1VABK0001,"BUCKINGHAM 9.9 NW, VA US",37.6682,-78.6594,155.8,VIRGINIA
US1VABK0004,"DILLWYN 6.9 WSW, VA US",37.49667,-78.5757,184.7,VIRGINIA
US1VAHR0036,"HENRICO 4.1 W, VA US",37.632435,-77.619721,78,VIRGINIA
US1VAHR0035,"TUCKAHOE 1.3 SSW, VA US",37.568458,-77.591895,59.1,VIRGINIA
US1VABK0006,"DILLWYN 9.2 SSW, VA US",37.412778,-78.507778,163.7,VIRGINIA
US1VAHR0038,"GLEN ALLEN 0.2 SE, VA US",37.66192,-77.48172,60.7,VIRGINIA
US1VABK0005,"SCOTTSVILLE 8.3 SSW, VA US",37.69928,-78.57673,140.2,VIRGINIA
US1VAHR0037,"RICHMOND 5.3 NW, VA US",37.58769,-77.53901,67.4,VIRGINIA
US1VAMN0011,"BLACKSBURG 1.6 W, VA US",37.234632,-80.458121,614.2,VIRGINIA
US1VAIW0022,"SMITHFIELD 7.7 NNW, VA US",37.0874,-76.66347,7.6,VIRGINIA
USW00003739,"CAPE CHARLES 5 ENE, VA US",37.2907,-75.927,8.8,VIRGINIA
US1VAIW0024,"SMITHFIELD 0.5 WSW, VA US",36.979426,-76.626846,9.4,VIRGINIA
US1VAHR0030,"GLEN ALLEN 1.4 WNW, VA US",37.6725,-77.5083,66.1,VIRGINIA
US1VAIW0021,"CARROLLTON 3.3 SE, VA US",36.9105484,-76.5209583,6.1,VIRGINIA
US1VAHR0031,"RICHMOND 4.8 N, VA US",37.60007,-77.468311,47.2,VIRGINIA
US1VALYC011,"LYNCHBURG 3.3 S, VA US",37.3539,-79.1951,251.2,VIRGINIA
US1VAMN0009,"BLACKSBURG 5.0 W, VA US",37.224713,-80.518728,575.5,VIRGINIA
USC00442941,"FARMVILLE, VA US",37.28611,-78.40528,117.7,VIRGINIA
US1VASC0001,"GATE CITY 6.2 NNE, VA US",36.72166667,-82.53666667,599.2,VIRGINIA
